Gene.name	GO.term.accession
mlh1	HPO:HP:0003006~Neuroblastoma
gp1bb	HPO:HP:0005692~Joint hyperflexibility
cenpn	GO:0005654
LOC100698426	GO:0005789
LOC100696864	GO:0006897
hexb	GO:0050905
hgf	REACTOME_PATHWAY:R-HSA-8875656~MET receptor recycling
prdm13	MGD:MP:0011831~abnormal visual contrast sensitivity
wdr6	UP_TISSUE:Placenta
sorcs2	GO:0006886
cdh13	GO:0043005
nop2	GO:0008284
rexo4	
hpse2	MGD:MP:0001265~decreased body size
psmd7	REACTOME_PATHWAY:R-HSA-69017~CDK-mediated phosphorylation and removal of Cdc6
bean1	HPO:HP:0000365~Hearing impairment
LOC100696627	MGD:MP:0003026~decreased vasoconstriction
lgr4	MGD:MP:0004932~epididymis hypoplasia
znf438	GO:0003700
tbc1d24	GO:0034599
baz1a	MGD:MP:0002675~asthenozoospermia
nkx2-1	UNIPROT:C0393584~Benign Hereditary Chorea
cerkl	GO:0030148
rft1	GO:0005789
syk	GO:0048514
gnas	DISGENET:C2713447~Hyperpotassemia and Hypertension, Familial
LOC100708554	GO:0016055
mme	GO:0045202
LOC100700524	CTD:C0752123~Spinocerebellar Ataxia Type 5
lsm6	GO:0046540
lgals8	UP_TISSUE:Hippocampus
shh	MGD:MP:0006306~abnormal nasal pit morphology
inpp5d	MGD:MP:0008764~increased mast cell degranulation
pex11g	GO:0005777
eprs	GO:0035613
spg7	CRB:CRB:0000024~Negative hit with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
LOC100690035	GO:0005085
gng4	REACTOME_PATHWAY:R-HSA-9662851~Anti-inflammatory response favouring Leishmania parasite infection
six1	MGD:MP:0000034~abnormal inner ear vestibule morphology
aadat	GO:0070189
gnas	
ube2t	HPO:HP:0001249~Intellectual disability
fosb	DISGENET:C0013386~Dyskinesia, Drug-Induced
chrd	GO:0005615
mapk1	REACTOME_PATHWAY:R-HSA-166058~MyD88
pofut1	GO:0016020
LOC100704395	GO:0006357
crkl	GO:0005654
ascc1	HPO:HP:0007269~Spinal muscular atrophy
asb16	REACTOME_PATHWAY:R-HSA-392499~Metabolism of proteins
hook1	GO:1905719
LOC100704669	MGD:MP:0000062~increased bone mineral density
rpl28	GO:0003735
msl1	HPO:HPO:XXX~No HPO phenotype
nfyc	GO:0043229
ahi1	GO:0035844
anapc16	UP_TISSUE:Liver
pih1d2	GO:0006364
LOC100695466	GO:0004697
smarcad1	GO:0016787
usp7	
aass	HPO:HP:0001249~Intellectual disability
LOC100695498	GO:0005886
cep41	HPO:HP:0001651~Dextrocardia
gli3	GO:0042127
grm5	GO:0099566
LOC100698415	GO:0016607
cdh23	GO:0016020
LOC100693948	GO:0005737
mut	CTD:C1855116~Methylmalonic Aciduria, mut(-) Type
pknox2	GO:0045171
LOC100696343	GO:0007411
sost	HPO:HP:0006824~Cranial nerve paralysis
polr2h	GO:0003677
pole	GO:0005634
stk16	UP_TISSUE:Brain
slc35f2	UP_TISSUE:Cervix carcinoma
rdm1	GO:0016605
slc39a9	GO:0005794
nostrin	GO:0005515
agt	GAD_DISEASE:Diabetes Mellitus, Type 2|Hypertension
deaf1	HPO:HP:0000486~Strabismus
zdhhc17	GO:0005515
LOC100702684	HPO:HP:0001260~Dysarthria
slc13a3	GO:0006811
cntnap2	GENOMICS_ENGLAND:C2750246~Pitt-Hopkins-Like Syndrome 1
vps33b	GO:0032963
nox5	GO:0006915
stard13	MGD:MP:0010025~decreased total body fat amount
gapvd1	GO:0005829
LOC100691573	GO:0030501
il10	GAD_DISEASE:Helicobacter Infections
tmem107	GENOMICS_ENGLAND:C4539729~OROFACIODIGITAL SYNDROME XVI
ass1	MGD:MP:0000377~abnormal hair follicle morphology
abcc8	GO:0055085
cpn1	GAD_DISEASE:Iron
LOC100705784	MGD:MP:0011109~lethality throughout fetal growth and development, incomplete penetrance
ldlrad4	GO:0016020
ror2	MGD:MP:0002192~hydrops fetalis
psmd14	REACTOME_PATHWAY:R-HSA-5607761~Dectin-1 mediated noncanonical NF-kB signaling
hsp90ab1	GO:1901389
rpl35a	GO:0006412
bdnf	GO:0007422
ttc26	GO:0060271
p53	DISGENET:C0030297~Pancreatic Neoplasm
mprip	
pigo	MGD:MP:0013292~embryonic lethality prior to organogenesis
LOC100709019	MGD:MP:0013279~increased fasting circulating glucose level
agt	GAD_DISEASE:carotid intimal-medial thickening
LOC100703334	GO:0030178
gper1	GO:0005856
LOC100712260	GAD_DISEASE:mean platelet volume
rnf2	GO:0003682
lin28b	CGI:CXXX~No diseases associated
bbs5	GAD_DISEASE:Retinal Diseases
LOC100707098	GO:0045773
LOC100690511	GO:0005829
nucks1	GAD_DISEASE:Parkinson Disease
cgnl1	GO:0005923
pou2af1	MGD:MP:0005154~increased B cell proliferation
dag1	UNIPROT:C3151184~MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 9
slc19a2	HPO:HP:0001631~Atrial septal defect
LOC100702055	GO:0005654
snx3	GO:0009617
LOC102075629	GO:0007155
LOC100699396	GO:0008360
arhgef4	DISGENET:C0006142~Malignant neoplasm of breast
gal	CTD:C1571983~Involutional paraphrenia
bckdhb	UP_TISSUE:Hippocampus
pccb	GO:0009317
LOC100695257	DISGENET:C0751336~Distal Muscular Dystrophies
arhgap26	GO:0005515
ryr2	MGD:MP:0009559~thymus cortex hyperplasia
als2	
clybl	GO:0005739
LOC102082062	GO:0046540
rbm18	HPO:HPO:XXX~No HPO phenotype
LOC100689934	GO:0033883
ssh1	GO:0005737
LOC102082062	GO:0005737
LOC109204746	GO:0046982
retreg3	GO:0005789
eif4a2	GO:0004386
has3	GAD_DISEASE:Body Mass Index
cant1	UNIPROT:C4540251~EPIPHYSEAL DYSPLASIA, MULTIPLE, 7
LOC100701605	GO:0005761
apex1	GO:0004527
LOC100700186	GO:0005829
phf21b	
pex7	GO:0016558
bop1	GO:0042273
aprt	CRB:CRB:0000034~Association with Survival 14 Days CRISPRi in Glutamatergic Neuron
papss1	REACTOME_PATHWAY:R-HSA-5663202~Diseases of signal transduction by growth factor receptors and second messengers
LOC102076104	DISGENET:C0086196~Eczema, Infantile
trim46	REACTOME_PATHWAY:R-HSA-1280215~Cytokine Signaling in Immune system
myo7a	GO:0044877
LOC102082062	
vcp	GO:0033554
pkp2	GO:0005911
mboat7	GO:0090207
psme2	REACTOME_PATHWAY:R-HSA-2555396~Mitotic Metaphase and Anaphase
depdc5	GO:1904262
smg1	MGD:MP:0002023~increased B cell derived lymphoma incidence
znf408	GO:0000978
ehmt2	GO:0005515
LOC100691498	GO:0031410
LOC102082062	
f5	DISGENET:C1853831~Bleeding Disorder, East Texas Type
rbm20	HPO:HP:0003198~Myopathy
yju2	GENOMICS_ENGLAND:CXXX~No diseases associated
LOC109194230	PSYGENET:CXXX~No diseases associated
phb	GO:0039529
ghr1	MGD:MP:0004962~decreased prostate gland weight
LOC100698095	DISGENET:C0149630~Bicuspid aortic valve
LOC100708956	GO:0008017
lama5	GO:0005178
LOC100704827	GO:0006457
taf1b	GO:0070860
fmr1	GO:0000381
tatdn1	
elovl5	GO:0043025
LOC100710627	GO:0005524
fmr1	GO:0003729
LOC100701948	HPO:HP:0011463~Childhood onset
mpz	DISGENET:C0751036~Hereditary Motor and Sensory Neuropathy Type I
tmco4	CRB:CRB:XXX~No CRB phenotype
clu	GO:0005829
tbxa2r	GAD_DISEASE:Cerebral Infarction
LOC100694590	MGD:MP:0000367~abnormal coat/ hair morphology
akt1	GAD_DISEASE:methamphetamine use
LOC100693529	GO:0005515
rps11	UP_TISSUE:Lung
cxcl14	GAD_DISEASE:Bronchiolitis, Viral|Respiratory Syncytial Virus Infections
hck	REACTOME_PATHWAY:R-HSA-162906~HIV Infection
LOC100699288	GAD_DISEASE:Erythrocyte Count
cntn5	GAD_DISEASE:AlzheimerQs disease
prdx3	DISGENET:C0029459~Osteoporosis, Senile
prickle1	GO:0031965
trmt9b	UP_TISSUE:Cerebellum
cotl1	GO:0003779
cacna1g	GO:0110165
LOC100705439	HPO:HP:0000470~Short neck
pik3ap1	GO:0005886
rpl38	MGD:MP:0003072~abnormal metatarsal bone morphology
foxp3	GO:0003700
lonp1	HPO:HP:0000508~Ptosis
cxadr	GO:0005886
ddx6	GO:0034063
strap	REACTOME_PATHWAY:R-HSA-9006936~Signaling by TGFB family members
LOC100705560	GO:0010165
trappc3	GO:0005515
LOC100703257	GO:0051015
LOC100703974	GO:0071888
megf10	GAD_DISEASE:Erythrocyte Indices
kpna4	GO:0006606
LOC100711833	GO:0046872
slc44a4	GO:0015297
card11	GO:0050870
kcnma1	GO:0030007
hand1	MGD:MP:0001575~cyanosis
nat10	GO:0000154
stat3	GO:0005737
znf704	GO:0003677
pou4f2	GO:0046326
gstcd	UP_TISSUE:Erythroleukemia
LOC100694109	HPO:HP:0000260~Wide anterior fontanel
btbd3	MGD:MP:0000681~abnormal thyroid gland morphology
eif2ak3	GO:0004672
cacna1s	MGD:MP:0004671~long ribs
LOC100707174	MGD:MP:0001552~increased circulating triglyceride level
arfgap3	GO:0005829
LOC102082412	MGD:MP:0002607~decreased basophil cell number
spart	GO:0005741
ryr2	GO:0042802
hm13	GO:0016020
LOC100697286	GO:0008021
LOC100702285	DISGENET:C0751886~Brain Stem Neoplasms, Primary
LOC100710319	GO:0000166
LOC100689869	GO:0005737
flrt3	GO:0007507
dnm1	GO:0098793
pfdn2	UNIPROT:CXXX~No diseases associated
tymp	DISGENET:C0205696~Anaplastic carcinoma
rpl35	GO:0022625
LOC100697174	GO:0005886
myo1e	GO:0030050
ercc3	HPO:HP:0001511~Intrauterine growth retardation
LOC102082062	
LOC100704879	CGI:CXXX~No diseases associated
MAL(TIRAP) cascade initiated on plasma membrane	
ncoa1	GO:0004402
cth	CRB:CRB:XXX~No CRB phenotype
raf1	GO:0007165
mfsd12	GO:0005764
pigc	HPO:HP:0002072~Chorea
glod4	
lepr	MGD:MP:0004811~abnormal neuron physiology
col7a1	GENOMICS_ENGLAND:C1851573~Transient bullous dermolysis of the newborn
nampt	GO:0005576
gth-ri	GO:0007200
LOC100700685	
LOC100703727	MGD:MP:0008567~decreased interferon-gamma secretion
LOC100690715	GO:0000978
ins	CTD:C0018802~Congestive heart failure
atp8a1	GO:1990531
rfc2	HPO:HP:0003072~Hypercalcemia
ndufa13	HPO:HP:0002073~Progressive cerebellar ataxia
napepld	GO:0009395
wars2	CRB:CRB:0000030~Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron
tnn	KEGG_PATHWAY:hsa04510
prkar2b	REACTOME_PATHWAY:R-HSA-163615~PKA activation
acss1	GO:0003987
dnmbp	GO:0005829
mmp9	MGD:MP:0003434~decreased susceptibility to induced choroidal neovascularization
gas2l1	CTD:C1879321~Acute Myeloid Leukemia (AML-M2)
ifngr1l	MGD:MP:0003980~increased circulating phospholipid level
ctnnb1	GO:0019827
pigt	GO:0016255
LOC100705337	HPO:HPO:XXX~No HPO phenotype
zdhhc21	GO:0071875
fam167a	GAD_DISEASE:Lupus Erythematosus, Systemic
abcc8	GO:0006813
gtf2h5	REACTOME_PATHWAY:R-HSA-212436~Generic Transcription Pathway
relb	GO:0000978
cdip1	GO:0098574
LOC100701695	GO:0043161
nrm	GO:0031965
LOC100707182	GO:0005515
tnip2	REACTOME_PATHWAY:R-HSA-168181~Toll Like Receptor 7/8 (TLR7/8) Cascade
syne1	GO:0031965
LOC102082062	GO:0006412
gnptab	MGD:MP:0008705~increased interleukin-6 secretion
LOC100692845	GO:0055064
LOC100691791	GO:0016787
hmmr	DISGENET:C1136382~Sclerocystic Ovaries
nr2c1	GO:0000978
LOC100698500	GO:0005216
LOC100706350	GO:0005813
phf8	GO:0141052
taf1	GO:0005654
pask	UP_TISSUE:Erythroleukemia
depdc5	GO:1904262
rangrf	GO:0005085
miga2	GO:0016020
akap6	GO:0034704
fgf17	KEGG_PATHWAY:hsa05200
LOC100709409	GO:0030001
strn3	CGI:CXXX~No diseases associated
rae1	REACTOME_PATHWAY:R-HSA-168273~Influenza Viral RNA Transcription and Replication
lg10hxorf57	GO:0003697
LOC100712229	GAD_DISEASE:Tobacco Use Disorder
LOC100699645	GO:0004860
LOC100690208	GO:0098794
mia3	MGD:MP:0000164~abnormal cartilage development
tbx15	CLINGEN:CXXX~No diseases associated
ccdc47	UP_TISSUE:Ovary
mnd1	
cacna1d	HPO:HP:0001712~Left ventricular hypertrophy
mrps25	GO:0005739
lepr	GAD_DISEASE:Obesity, Morbid|Postoperative Complications|Weight Loss
anxa2	GO:0005604
glra1	GAD_DISEASE:Stroke
sgpl1	GO:0060325
sgk1	GO:0051090
stat3	GO:0032757
commd5	GO:0005829
prkn	GO:0010628
snx17	GO:0035091
gdf3	MGD:MP:0002084~abnormal developmental patterning
LOC100696005	
hsf1	GO:0006281
LOC100692530	KEGG_PATHWAY:hsa05207
LOC102079789	GO:0004911
agfg1	ORPHANET:CXXX~No diseases associated
fopnl	GO:0042802
hmgcll1	GO:0005829
LOC100707723	UP_TISSUE:Skin
thoc1	GO:0005654
bcl2l1	GO:0005829
ctnnb1	GO:0010909
pdhx	GO:0019752
xrcc5	
rad51d	GO:0008094
prlr	HPO:HP:0000876~Oligomenorrhea
bace1	GO:0050435
igf1	GO:0031093
cxadr	GO:0045121
LOC100703104	GO:2000553
clip2	HPO:HP:0001260~Dysarthria
hes1	GO:0071356
cln8	GO:0097001
tbl2	HPO:HP:0000682~Abnormality of dental enamel
LOC102080528	UP_TISSUE:Stomach
rpl32	GO:0003735
LOC100699514	GAD_DISEASE:Heart Failure
camk2b	GO:0043226
eps8l2	GO:0003779
LOC100689797	GO:0089718
LOC100697562	GO:0022857
depdc5	GO:0032007
tlr2	MGD:MP:0008658~decreased interleukin-1 beta secretion
atat1	GO:0004468
chchd1	MGD:MP:0003864~abnormal midbrain development
akt1	GO:0160049
LOC100699288	GO:0043231
ghrhr	GO:0007166
tom1l2	GO:0007165
ptpn11	HPO:HP:0002664~Neoplasm
fancb	DISGENET:C3463824~MYELODYSPLASTIC SYNDROME
LOC106098755	GO:0060045
slu7	REACTOME_PATHWAY:R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA
LOC100706083	GAD_DISEASE:drug-related genes 
nfatc4	MGD:MP:0010053~decreased grip strength
trpv4	GO:0005216
LOC100694175	MGD:MP:0001499~abnormal kindling response
enox1	UNIPROT:CXXX~No diseases associated
arf1	GO:0015031
LOC100692530	GO:0030154
LOC100709350	GO:0042752
pik3r1	GO:0005737
pex14	HPO:HP:0000508~Ptosis
miip	CTD:CXXX~No diseases associated
LOC100695328	CRB:CRB:0000027~Negative hit with Survival PSAP KO CRISPRa in Glutamatergic Neuron
stag1	REACTOME_PATHWAY:R-HSA-2470946~Cohesin Loading onto Chromatin
stat3	REACTOME_PATHWAY:R-HSA-392499~Metabolism of proteins
LOC100689728	DISGENET:C3711376~Isodicentric Chromosome 15 Syndrome
cux2	GO:0000977
ireb2	MGD:MP:0001770~abnormal iron level
arl2	GO:0006110
ppp2r5d	REACTOME_PATHWAY:R-HSA-1257604~PIP3 activates AKT signaling
LOC102082062	GO:0046872
p4ha2	GO:0022900
LOC102082062	
LOC102080755	GO:0016787
LOC100707581	GO:0071333
ifih1	UNIPROT:C4225427~SINGLETON-MERTEN SYNDROME 1
brd7	MGD:MP:0000745~tremors
prkdc	MGD:MP:0004503~decreased incidence of tumors by ionizing radiation induction
LOC100705499	GO:0047044
lrrc27	
rpl15	GO:0005840
LOC100691124	GO:0005829
LOC102082062	
LOC100691293	GO:0005886
stk3	GO:0042802
cbfb	MGD:MP:0008088~abnormal T-helper 1 cell differentiation
far1	GENOMICS_ENGLAND:C4015344~PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER
akt1	HPO:HP:0002204~Pulmonary embolism
sec24a	GO:0016020
LOC100698853	GO:0004748
sptlc2	GO:1904504
bmp4	GO:0001658
LOC100700524	MGD:MP:0000445~short snout
dpyd	CTD:C0004352~Autistic Disorder
commd5	GO:0005829
agpat4	GO:0016020
LOC102082062	
map3k13	GO:0019899
parp6	GO:0140803
il6st	GO:0045669
npc2	GO:0008203
e2f4	MGD:MP:0011750~abnormal seminiferous tubule epithelium morphology
LOC100705113	GO:0005515
LOC100706005	GO:0005737
skap2	MGD:MP:0011091~prenatal lethality, complete penetrance
kctd15	MGD:MP:0011100~preweaning lethality, complete penetrance
imp4	GO:0001650
LOC100709859	GO:0003690
tmem67	DISGENET:C3150796~NEPHRONOPHTHISIS 11
abcf1	GO:0006954
itgb1	GO:0003779
tnfsf12	GO:0016020
dph6	GO:0016874
ddx3x	HPO:HP:0001249~Intellectual disability
abl1	GO:0043025
atf3	GO:0006355
comt	ORPHANET:C0795907~CONOTRUNCAL ANOMALY FACE SYNDROME
pdxdc1	GO:0016829
mapk1	KEGG_PATHWAY:hsa05231
tbx4	GENOMICS_ENGLAND:C3203102~Idiopathic pulmonary arterial hypertension
npnt	GENOMICS_ENGLAND:CXXX~No diseases associated
rcl1	GO:0003824
nr5a1	GO:0008270
bop1	GO:0005654
LOC100701982	GO:0009409
mme	GO:0008237
gmppb	GO:0006486
pold3	CGI:CXXX~No diseases associated
slc4a2	GAD_DISEASE:Type 2 Diabetes| edema | rosiglitazone
tlx3	KEGG_PATHWAY:hsa05202
LOC100698905	GO:0016020
rassf2	MGD:MP:0001823~thymus hypoplasia
pkd1	GAD_DISEASE:Alcoholism
nfe2l2	KEGG_PATHWAY:hsa05208
mapk8ip3	MGD:MP:0002169~no abnormal phenotype detected
sox2	DISGENET:C0014859~Esophageal Neoplasms
musk	HPO:HP:0009077~Weakness of long finger extensor muscles
nudt18	GO:0017110
LOC102082062	
LOC100693443	GO:0001671
irf8	GO:0003700
spns1	PSYGENET:CXXX~No diseases associated
pak1	GO:0000166
ccnb3	CRB:CRB:0000031~Association with Reactive Oxygen Species (CellRox Intensity) in Glutamatergic Neuron
LOC100696847	GO:0051301
LOC102082062	
cbfa2t2	GO:0005634
rps15a	GO:0006412
LOC100703844	GO:0030322
sumo1	GO:0043433
mtx2	CLINGEN:CXXX~No diseases associated
fat4	HPO:HP:0000212~Gingival overgrowth
ralgds	GO:0007265
odf2	GO:0005813
LOC100697502	ORPHANET:C3553816~SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13
jarid2	MGD:MP:0000609~abnormal liver physiology
bahd1	GO:0005654
nfe2l2	GO:0051171
als2	GO:0043539
rpn1	GO:0016020
arhgef6	MGD:MP:0008079~decreased CD8-positive, alpha-beta T cell number
ubr1	HPO:HP:0000632~Lacrimation abnormality
has3	GO:0085029
LOC100712199	GO:0006811
LOC100693188	UP_TISSUE:Cervix carcinoma
nedd9	GO:0061523
zbtb8a	UP_TISSUE:Embryo
fancm	
ets1	GO:0005634
mapre2	GO:0005515
LOC100697389	UP_TISSUE:Lymph
gmeb2	CRB:CRB:0000024~Negative hit with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
ehmt2	GO:0006338
prkg2	GO:0004672
LOC100534515	GO:0003700
cfap206	GO:0005737
enc1	GENOMICS_ENGLAND:CXXX~No diseases associated
myd88	MGD:MP:0020937~increased susceptibility to Picornaviridae infection
stn1	GO:0016233
irf8	GAD_DISEASE:Chronic lymphocytic leukemia
smarcc2	GO:0000122
rbpms	GO:0003723
sgk2	
pla2g7	GO:0016486
plekhb2	GO:0016020
cpd	GO:0016020
gbx2	GO:0021549
pik3cd	KEGG_PATHWAY:hsa04071
tbx1	MGD:MP:0006033~abnormal external auditory canal morphology
madd	GO:0005886
LOC100696847	GO:0031145
LOC100694953	GO:0005865
ret	GO:0007156
LOC100696016	GO:0016020
LOC100704374	GENOMICS_ENGLAND:CXXX~No diseases associated
alox5	GO:0005634
ddr1	GO:0005518
kl	GAD_DISEASE:memory impairment
mthfr	GAD_DISEASE:Lung Neoplasms|Neoplasm of lung 
apbb2	GO:0005634
bbx	GO:1990837
hopx	GO:0003677
nadk2	HPO:HP:0002470~Nonprogressive cerebellar ataxia
dmtf1	MGD:MP:0002021~increased incidence of induced tumors
mtor	GO:0005765
pak1ip1	GO:0005515
nsmce2	GO:0005634
LOC100697782	GO:0016020
LOC102082062	
LOC100698415	GO:0005654
LOC100696650	GO:0016787
atm	GO:0035979
alkbh3	
LOC102076290	GO:0005770
LOC100702294	GO:0005634
b4galt2	GO:0000139
uba6	MGD:MP:0003360~abnormal depression-related behavior
LOC100709869	GO:0140297
sema5b	UP_TISSUE:Ovary
myoz1	MGD:MP:0003082~abnormal gastrocnemius morphology
sars2	GO:0000166
nuak1	GO:1901796
LOC100693903	GO:0016020
gnas	MGD:MP:0009674~decreased birth weight
nudt13	GO:0006742
LOC100703901	
ndufs1	HPO:HP:0011968~Feeding difficulties
rad9b	GO:0031573
atg4c	GO:0008233
prkcd	GO:0004672
tmc5	GO:0070062
cul4b	GO:0006511
LOC100707716	GO:0030141
nox4	GENOMICS_ENGLAND:CXXX~No diseases associated
atpaf2	HPO:HP:0003593~Infantile onset
LOC100707469	GO:0005654
zic1	GO:0005634
b3galt6	HPO:HP:0004233~Advanced ossification of carpal bones
ccnb1ip1	GO:0007131
chd4	HPO:HP:0000243~Trigonocephaly
phldb1	GO:0045180
pdlim7	
irf2	GO:0000976
LOC100696953	
asb8	CLINGEN:CXXX~No diseases associated
ciita	
gabrg2	DISGENET:C0009171~Cocaine Abuse
svop	GO:0005515
prpf8	GO:0003723
mutyh	GO:0005515
LOC100690421	GAD_DISEASE:body mass; lipoproteins; blood pressure; CrossLaps, urinary; osteocalcin
wdr48	CRB:CRB:0000022~Association with Survival No Antioxidants PSAP KO CRISPRi in Glutamatergic Neuron
nfkb2	MGD:MP:0002392~abnormal PeyerQs patch T cell area morphology
LOC100699478	GO:0042802
LOC100534413	DISGENET:C4225181~MYOPATHY, SCAPULOHUMEROPERONEAL
LOC100699205	MGD:MP:0004924~abnormal behavior
cdkal1	GO:0035598
slc24a5	GO:0005802
lig4	GO:0003677
LOC100710029	GO:0098978
lg19h9orf72	MGD:MP:0008588~abnormal circulating interleukin level
plod2	GO:0016020
add1	
tbccd1	GO:0031616
map3k13	GO:0043507
hoxd3	MGD:MP:0010729~absent arcus anterior
LOC102082062	
LOC100700804	GO:0005739
nbr1	GO:0031410
sqstm1	HPO:HP:0030195~Fatigable weakness of swallowing muscles
col1a1	GAD_DISEASE:Fractures, Bone|Osteoporosis
upf1	GO:0016787
LOC100707344	GO:0022627
cacna1c	GO:0005245
LOC100703329	GO:0003924
LOC100701346	GO:0006919
thg1l	CRB:CRB:XXX~No CRB phenotype
pemt	GO:0000773
myb	GO:0045653
dab2ip	GO:0090129
pcm1	MGD:MP:0020396~abnormal social recognition
fzd4	GO:0030165
pick1	GO:0002092
LOC102082062	GO:0005886
prkd2	GO:0010595
tlr2	GAD_DISEASE:rheumatic heart disease
LOC100702982	MGD:MP:0001270~distended abdomen
fgf22	GO:0007165
p2ry4	CRB:CRB:XXX~No CRB phenotype
pus7l	GO:0009982
numb	GO:0030335
nsun2	GO:0001701
lama2	KEGG_PATHWAY:hsa04151
LOC100699569	GO:0046716
chrna5	DISGENET:C0087169~Withdrawal Symptoms
LOC100699198	MGD:MP:0008173~increased follicular B cell number
ass1	DISGENET:C0011875~Diabetic Angiopathies
pikfyve	MGD:MP:0006094~increased fat cell size
ndnf	GO:0005576
LOC100711348	GO:0003724
LOC100698773	GO:0102965
ckb	GO:0005829
LOC100704479	GAD_DISEASE:Hypercholesterolemia|LDLC levels
LOC100711553	GO:0005737
LOC100704652	MGD:MP:0001711~abnormal placenta morphology
mark2	
LOC100702997	GO:0006096
foxp1	DISGENET:C3495559~Juvenile arthritis
LOC100704398	GO:0023051
shh	MGD:MP:0000572~abnormal autopod morphology
